season,celebrity_name,avg_judge,avg_fan,placement,corr_judge_placement,corr_fan_placement
4,Laila Ali,8.74444,0.18004097611632736,3,-0.8027592420868325,-0.8798244662159231
4,Leeza Gibbons,6.333333333333333,0.06980897201373348,9,-0.8027592420868325,-0.8798244662159231
4,Paulina Porizkova,6.666666666666666,0.0461165048543689,11,-0.8027592420868325,-0.8798244662159231
4,Shandi Finnessey,6.666666666666667,0.06489399643352484,10,-0.8027592420868325,-0.8798244662159231
5,Albert Reed,7.0,0.0454090909090909,11,-0.8027592420868325,-0.8798244662159231
5,Cameron Mathison,8.083333333333334,0.11575236041191919,5,-0.8027592420868325,-0.8798244662159231
5,Floyd Mayweather Jr. ,6.916666666666667,0.07431472285884047,9,-0.8027592420868325,-0.8798244662159231
5,Helio Castroneves,8.88333,0.1856592456781084,1,-0.8027592420868325,-0.8798244662159231
5,Jane Seymour,8.142857142857142,0.10661222142314575,6,-0.8027592420868325,-0.8798244662159231
5,Jennie Garth,8.425925925925926,0.13077438373750652,4,-0.8027592420868325,-0.8798244662159231
5,Josie Maran,5.333333333333333,0.001,12,-0.8027592420868325,-0.8798244662159231
5,Marie Osmond,8.083333333333332,0.18208310042319115,3,-0.8027592420868325,-0.8798244662159231
5,Mark Cuban,6.8,0.08772064993829698,8,-0.8027592420868325,-0.8798244662159231
5,Mel B,9.077773333333333,0.18607937296419705,2,-0.8027592420868325,-0.8798244662159231
5,Sabrina Bryan,9.0,0.09409697437638609,7,-0.8027592420868325,-0.8798244662159231
5,Wayne Newton,5.777777777777778,0.07341558441558439,10,-0.8027592420868325,-0.8798244662159231
6,Adam Carolla,6.166666666666666,0.07111893556126948,9,-0.8027592420868325,-0.8798244662159231
6,Cristian de la Fuente,8.25,0.18215769305716445,3,-0.8027592420868325,-0.8798244662159231
6,Jason Taylor,8.716666666666665,0.1842842044304258,2,-0.8027592420868325,-0.8798244662159231
6,Kristi Yamaguchi,9.4,0.18774243369293817,1,-0.8027592420868325,-0.8798244662159231
6,Mario,8.416666666666666,0.11684929880878495,5,-0.8027592420868325,-0.8798244662159231
6,Marissa Jaret Winokur,7.74074074074074,0.13215173321936324,4,-0.8027592420868325,-0.8798244662159231
6,Marlee Matlin,7.444444444444444,0.09696669729167917,7,-0.8027592420868325,-0.8798244662159231
6,Monica Seles,5.0,0.03086419753086415,11,-0.8027592420868325,-0.8798244662159231
6,Penn Jillette,5.5,0.03292181069958845,12,-0.8027592420868325,-0.8798244662159231
6,Priscilla Presley,7.6,0.087377555856423,8,-0.8027592420868325,-0.8798244662159231
6,Shannon Elizabeth,8.071428571428571,0.1036692796303752,6,-0.8027592420868325,-0.8798244662159231
6,Steve Guttenberg,6.111111111111111,0.059192006533121934,10,-0.8027592420868325,-0.8798244662159231
7,Brooke Burke,8.983333333333333,0.18849944438652103,1,-0.8027592420868325,-0.8798244662159231
7,Cloris Leachman,5.833333333333333,0.10309766259908511,7,-0.8027592420868325,-0.8798244662159231
7,Cody Linley,7.611111111111111,0.13286846261198237,4,-0.8027592420868325,-0.8798244662159231
7,Jeffrey Ross,4.0,0.0,13,-0.8027592420868325,-0.8798244662159231
7,Kim Kardashian,5.916666666666667,0.0448232323232323,11,-0.8027592420868325,-0.8798244662159231
7,Lance Bass,8.116666666666667,0.1835085017396517,3,-0.8027592420868325,-0.8798244662159231
7,Maurice Greene,7.479166666666667,0.1177919839963811,5,-0.8027592420868325,-0.8798244662159231
7,Misty May-Treanor,7.0,0.0448232323232323,10,-0.8027592420868325,-0.8798244662159231
7,Rocco DiSpirito,5.958333333333333,0.08245351593917952,9,-0.8027592420868325,-0.8798244662159231
7,Susan Lucci,7.30952380952381,0.10357334891705798,6,-0.8027592420868325,-0.8798244662159231
7,Ted McGinley,6.166666666666667,0.0,12,-0.8027592420868325,-0.8798244662159231
7,Toni Braxton,7.433333333333333,0.08562932533112104,8,-0.8027592420868325,-0.8798244662159231
7,Warren Sapp,8.083333333333332,0.18609154655402121,2,-0.8027592420868325,-0.8798244662159231
8,Belinda Carlisle,5.833333333333334,0.03497942386831275,13,-0.8027592420868325,-0.8798244662159231
8,Chuck Wicks,7.645833333333334,0.09863358361771335,6,-0.8027592420868325,-0.8798244662159231
8,David Alan Grier,6.933333333333333,0.07249302454960278,9,-0.8027592420868325,-0.8798244662159231
8,Denise Richards,6.111111111111111,0.05184020498485903,12,-0.8027592420868325,-0.8798244662159231
8,Gilles Marini,9.227272727272727,0.17279904819030903,2,-0.8027592420868325,-0.8798244662159231
8,Holly Madison,5.75,0.06098108430414175,11,-0.8027592420868325,-0.8798244662159231
8,Lawrence Taylor,6.571428571428571,0.09059022473081743,7,-0.8027592420868325,-0.8798244662159231
8,Lil' Kim,8.518518518518519,0.109997640786003,5,-0.8027592420868325,-0.8798244662159231
8,Melissa Rycroft,8.893939393939393,0.17336565352251554,3,-0.8027592420868325,-0.8798244662159231
8,Shawn Johnson,8.818181818181818,0.17346389774404744,1,-0.8027592420868325,-0.8798244662159231
8,Steve Wozniak,4.333333333333333,0.06268595941976977,10,-0.8027592420868325,-0.8798244662159231
8,Steve-O,5.277777777777778,0.0872509360750041,8,-0.8027592420868325,-0.8798244662159231
8,Ty Murray,7.2666666666666675,0.12647880200580616,4,-0.8027592420868325,-0.8798244662159231
9,Aaron Carter,8.604154166666667,0.09718851382503768,5,-0.8027592420868325,-0.8798244662159231
9,Ashley Hamiliton,6.3333,0.0,16,-0.8027592420868325,-0.8798244662159231
9,Chuck Liddell,6.25,0.05955091420207698,11,-0.8027592420868325,-0.8798244662159231
9,Debi Mazar,6.666666666666667,0.049450549450549434,12,-0.8027592420868325,-0.8798244662159231
9,Donny Osmond,8.822206666666666,0.17264263017334824,1,-0.8027592420868325,-0.8798244662159231
9,Joanna Krupa,9.018511111111112,0.11353445610025509,4,-0.8027592420868325,-0.8798244662159231
9,Kathy Ireland,6.333316666666667,0.0357142857142857,14,-0.8027592420868325,-0.8798244662159231
9,Kelly Osbourne,8.157386666666667,0.16681690344389788,3,-0.8027592420868325,-0.8798244662159231
9,Louie Vito,7.1111,0.07536023603676878,8,-0.8027592420868325,-0.8798244662159231
9,Macy Gray,6.3333,0.0,15,-0.8027592420868325,-0.8798244662159231
9,Mark Dacascos,8.071419047619047,0.08425533041135769,6,-0.8027592420868325,-0.8798244662159231
9,Melissa Joan Hart,7.6111055555555565,0.074671530802609,9,-0.8027592420868325,-0.8798244662159231
9,Michael Irvin,6.452371428571429,0.09533896945988804,7,-0.8027592420868325,-0.8798244662159231
9,Mya,9.477766666666666,0.17050230127224603,2,-0.8027592420868325,-0.8798244662159231
9,Natalie Coughlin,7.999986666666667,0.06747544210546322,10,-0.8027592420868325,-0.8798244662159231
9,Tom DeLay,5.888877777777778,0.049450549450549434,13,-0.8027592420868325,-0.8798244662159231
10,Aiden Turner,5.875,0.06956127060074425,9,-0.8027592420868325,-0.8798244662159231
10,Buzz Aldrin,4.333333333333333,0.0680558213716108,10,-0.8027592420868325,-0.8798244662159231
10,Chad Ochocinco,7.388885185185185,0.1334767759551553,4,-0.8027592420868325,-0.8798244662159231
10,Erin Andrews,8.31666,0.1834742226717129,3,-0.8027592420868325,-0.8798244662159231
10,Evan Lysacek,8.762956666666666,0.18429676455077898,2,-0.8027592420868325,-0.8798244662159231
10,Jake Pavelka,7.1111055555555565,0.0944524528397418,7,-0.8027592420868325,-0.8798244662159231
10,Kate Gosselin,5.133333333333333,0.08911401602920964,8,-0.8027592420868325,-0.8798244662159231
10,Nicole Scherzinger,9.359253333333333,0.18753879589470496,1,-0.8027592420868325,-0.8798244662159231
10,Niecy Nash,6.999991666666666,0.11641125419772276,5,-0.8027592420868325,-0.8798244662159231
10,Pamela Anderson,7.809514285714286,0.10478562943338088,6,-0.8027592420868325,-0.8798244662159231
10,Shannen Doherty,6.333333333333334,0.04306220095693775,11,-0.8027592420868325,-0.8798244662159231
11,Audrina Patridge,8.1111,0.09370303050124477,7,-0.8027592420868325,-0.8798244662159231
11,Brandy,8.865737037037038,0.12868399655125604,4,-0.8027592420868325,-0.8798244662159231
11,Bristol Palin,7.368046666666667,0.18615952628266513,3,-0.8027592420868325,-0.8798244662159231
11,David Hasselhoff,5.0,0.0,12,-0.8027592420868325,-0.8798244662159231
11,Florence Henderson,6.366666666666666,0.0845001515151515,8,-0.8027592420868325,-0.8798244662159231
11,Jennifer Grey,8.995833333333334,0.186157983961241,1,-0.8027592420868325,-0.8798244662159231
11,Kurt Warner,7.343745833333333,0.11967602802539809,5,-0.8027592420868325,-0.8798244662159231
11,Kyle Massey,8.248603333333332,0.18349098591549012,2,-0.8027592420868325,-0.8798244662159231
11,Margaret Cho,5.666666666666667,0.06406969696969696,10,-0.8027592420868325,-0.8798244662159231
11,Michael Bolton,4.666666666666666,0.05895454545454545,11,-0.8027592420868325,-0.8798244662159231
11,Rick Fox,7.922619047619047,0.1030911378949116,6,-0.8027592420868325,-0.8798244662159231
11,The Situation,5.583333333333334,0.07746893939393937,9,-0.8027592420868325,-0.8798244662159231
12,Chelsea Kane,8.655553333333334,0.1848739480743345,3,-0.8027592420868325,-0.8798244662159231
12,Chris Jericho,7.444444444444444,0.0962299582794517,7,-0.8027592420868325,-0.8798244662159231
12,Hines Ward,8.64722,0.1848739480743345,1,-0.8027592420868325,-0.8798244662159231
12,Kendra Wilkinson,7.041666666666667,0.10584932456168057,6,-0.8027592420868325,-0.8798244662159231
12,Kirstie Alley,7.966663333333334,0.18419694342521375,2,-0.8027592420868325,-0.8798244662159231
12,Mike Catherwood,5.0,0.03140096618357485,11,-0.8027592420868325,-0.8798244662159231
12,Petra Nemcova,7.066666666666667,0.08373833778903425,8,-0.8027592420868325,-0.8798244662159231
12,Ralph Macchio,7.731481481481481,0.13851270630357299,4,-0.8027592420868325,-0.8798244662159231
12,Romeo,7.8125,0.11660057436829788,5,-0.8027592420868325,-0.8798244662159231
12,Sugar Ray Leonard,6.25,0.07267028985507246,9,-0.8027592420868325,-0.8798244662159231
12,Wendy Williams,5.111111111111112,0.06354428341384864,10,-0.8027592420868325,-0.8798244662159231
13,Carson Kressley,6.466666666666667,0.08970740064871568,8,-0.8027592420868325,-0.8798244662159231
13,Chaz Bono,6.277777777777778,0.10112703950386198,7,-0.8027592420868325,-0.8798244662159231
13,Chynna Phillips,7.5,0.07291951907296457,9,-0.8027592420868325,-0.8798244662159231
13,David Arquette,7.357142857142857,0.10523259186584295,6,-0.8027592420868325,-0.8798244662159231
13,Elisabetta Canalis,6.0,0.0453181818181818,11,-0.8027592420868325,-0.8798244662159231
13,Hope Solo,7.685177777777778,0.13359400628424437,4,-0.8027592420868325,-0.8798244662159231
13,J.R. Martinez,8.772216666666667,0.18213770522135433,1,-0.8027592420868325,-0.8798244662159231
13,Kristin Cavallari,7.222222222222221,0.06175173257236033,10,-0.8027592420868325,-0.8798244662159231
13,Metta World Peace (Ron),4.666666666666667,0.003,12,-0.8027592420868325,-0.8798244662159231
13,Nancy Grace,7.041666666666666,0.12137807279883238,5,-0.8027592420868325,-0.8798244662159231
13,Ricki Lake,8.86666,0.18194054452473565,3,-0.8027592420868325,-0.8798244662159231
13,Rob Kardashian,8.127766666666666,0.1823349842617285,2,-0.8027592420868325,-0.8798244662159231
14,Donald Driver,9.038883333333334,0.16585051346866667,1,-0.8027592420868325,-0.8798244662159231
14,Gavin DeGraw,7.133333333333333,0.07659620814728109,9,-0.8027592420868325,-0.8798244662159231
14,Gladys Knight,7.333333333333333,0.08823066622351311,8,-0.8027592420868325,-0.8798244662159231
14,Jack Wagner,7.555555555555556,0.0584859708193041,11,-0.8027592420868325,-0.8798244662159231
14,Jaleel White,8.642847619047618,0.09455964981041619,7,-0.8027592420868325,-0.8798244662159231
14,Katherine Jenkins,9.516663333333332,0.1685103574414672,2,-0.8027592420868325,-0.8798244662159231
14,Maria Menounos,8.907403703703704,0.12331837492724967,4,-0.8027592420868325,-0.8798244662159231
14,Martina Navratilova,6.166666666666667,0.040537037037037,12,-0.8027592420868325,-0.8798244662159231
14,Melissa Gilbert,7.75,0.10193058065647262,5,-0.8027592420868325,-0.8798244662159231
14,Roshon Fegan,8.666658333333334,0.12070707172519803,6,-0.8027592420868325,-0.8798244662159231
14,Sherri Sheperd,7.583333333333334,0.06886447811447807,10,-0.8027592420868325,-0.8798244662159231
14,William Levy,9.255553333333333,0.16591522117597507,3,-0.8027592420868325,-0.8798244662159231
15,Apolo Anton Ohno,9.148655555555555,0.12966460719849995,5,-0.8027592420868325,-0.8798244662159231
15,Bristol Palin,7.0,0.07606742649358772,9,-0.8027592420868325,-0.8798244662159231
15,Drew Lachey,7.555555555555556,0.0573393719806763,11,-0.8027592420868325,-0.8798244662159231
15,Emmitt Smith,9.039085185185185,0.11005059715915037,4,-0.8027592420868325,-0.8798244662159231
15,Gilles Marini,9.298020833333332,0.12025054448738892,6,-0.8027592420868325,-0.8798244662159231
15,Helio Castroneves,7.777777777777779,0.07400603864734297,10,-0.8027592420868325,-0.8798244662159231
15,Joey Fatone,7.166666666666666,0.041625,12,-0.8027592420868325,-0.8798244662159231
15,Kelly Monaco,9.06434,0.15919348538191083,3,-0.8027592420868325,-0.8798244662159231
15,Kirstie Alley,8.0729125,0.09966623267382996,7,-0.8027592420868325,-0.8798244662159231
15,Melissa Rycroft,9.470356666666666,0.15850645873255548,1,-0.8027592420868325,-0.8798244662159231
15,Pamela Anderson,5.666666666666667,0.001,13,-0.8027592420868325,-0.8798244662159231
15,Sabrina Bryan,8.881944444444445,0.08883415586608344,8,-0.8027592420868325,-0.8798244662159231
15,Shawn Johnson,9.45508,0.1590668629291821,2,-0.8027592420868325,-0.8798244662159231
16,Alexandra Raisman,8.816666666666666,0.1510713558327959,4,-0.8027592420868325,-0.8798244662159231
16,Andy Dick,6.30952380952381,0.09719278805342434,7,-0.8027592420868325,-0.8798244662159231
16,D. L. Hughley,5.533333333333333,0.07073166247629128,9,-0.8027592420868325,-0.8798244662159231
16,Dorothy Hamill,6.0,0.04785152838427945,12,-0.8027592420868325,-0.8798244662159231
16,Ingo Rademacher,7.5,0.11399814293205848,5,-0.8027592420868325,-0.8798244662159231
16,Jacoby Jones,8.399989999999999,0.14977988755471494,3,-0.8027592420868325,-0.8798244662159231
16,Kellie Pickler,8.916666666666666,0.15192605741801096,1,-0.8027592420868325,-0.8798244662159231
16,Lisa Vanderpump,6.25,0.06718701865819768,10,-0.8027592420868325,-0.8798244662159231
16,Sean Lowe,7.166666666666667,0.10380205927018152,6,-0.8027592420868325,-0.8798244662159231
16,Victor Ortiz,6.555555555555556,0.0853098642906503,8,-0.8027592420868325,-0.8798244662159231
16,Wynonna Judd,5.666666666666667,0.057716024877596896,11,-0.8027592420868325,-0.8798244662159231
16,Zendaya,9.099993333333334,0.15323610108613323,2,-0.8027592420868325,-0.8798244662159231
17,Amber Riley,9.210851515151516,0.15397577479594846,1,-0.8027592420868325,-0.8798244662159231
17,Bill Engvall,7.575751515151516,0.14991101147433933,4,-0.8027592420868325,-0.8798244662159231
17,Bill Nye,5.222222222222222,0.0496714086352244,11,-0.8027592420868325,-0.8798244662159231
17,Brant Daugherty,8.604166666666666,0.0977424662324031,7,-0.8027592420868325,-0.8798244662159231
17,Christina Milian,8.333333333333332,0.07725652103744204,9,-0.8027592420868325,-0.8798244662159231
17,Corbin Bleu,9.220948484848485,0.14740261276866157,2,-0.8027592420868325,-0.8798244662159231
17,Elizabeth Berkley Lauren,8.851844444444446,0.10789763978679234,6,-0.8027592420868325,-0.8798244662159231
17,Jack Osbourne,8.700748484848486,0.14668835651178921,3,-0.8027592420868325,-0.8798244662159231
17,Keyshawn Johnson,5.833333333333334,0.033203125,12,-0.8027592420868325,-0.8798244662159231
17,Leah Remini,8.29583,0.1142652341716172,5,-0.8027592420868325,-0.8798244662159231
17,"Nicole ""Snooki"" Polizzi",8.380952380952381,0.0914674572547183,8,-0.8027592420868325,-0.8798244662159231
17,Valerie Harper,6.166666666666666,0.07114964435235813,10,-0.8027592420868325,-0.8798244662159231
18,Amy Purdy,9.251540740740742,0.16151757335409753,2,-0.8027592420868325,-0.8798244662159231
18,Billy Dee Williams,5.0,0.0572519083969465,10,-0.8027592420868325,-0.8798244662159231
18,Candace Cameron Bure,8.444437037037037,0.15686155310111607,3,-0.8027592420868325,-0.8798244662159231
18,Charlie White,9.109375,0.11945479862906822,5,-0.8027592420868325,-0.8798244662159231
18,Cody Simpson,8.083333333333332,0.07522169073800106,9,-0.8027592420868325,-0.8798244662159231
18,Danica McKellar,8.892857142857142,0.1065901054999182,6,-0.8027592420868325,-0.8798244662159231
18,Diana Nyad,6.0,0.0687022900763358,12,-0.8027592420868325,-0.8798244662159231
18,Drew Carey,7.55,0.08580623064019234,8,-0.8027592420868325,-0.8798244662159231
18,James Maslow,8.935185185185185,0.16095677264267677,4,-0.8027592420868325,-0.8798244662159231
18,Meryl Davis,9.472222222222221,0.16576628907734844,1,-0.8027592420868325,-0.8798244662159231
18,NeNe Leakes,8.041666666666666,0.09335053106700526,7,-0.8027592420868325,-0.8798244662159231
18,Sean Avery,6.666666666666667,0.0763358778625954,11,-0.8027592420868325,-0.8798244662159231
19,Alfonso Ribeiro,9.181818181818182,0.14790791932783642,1,-0.8027592420868325,-0.8798244662159231
19,Antonio Sabato Jr.,7.125,0.08862500510079388,8,-0.8027592420868325,-0.8798244662159231
19,Bethany Mota,9.011363636363637,0.1460561955255037,4,-0.8027592420868325,-0.8798244662159231
19,Betsey Johnson,6.625,0.0694165548282684,10,-0.8027592420868325,-0.8798244662159231
19,Janel Parrish,9.04545,0.14698194112481325,3,-0.8027592420868325,-0.8798244662159231
19,Jonathan Bennett,7.166666666666667,0.08107714250417199,9,-0.8027592420868325,-0.8798244662159231
19,Lea Thompson,8.472222222222221,0.10394206843123335,6,-0.8027592420868325,-0.8798244662159231
19,Lolo Jones,5.5,0.0,13,-0.8027592420868325,-0.8798244662159231
19,Michael Waltrip,6.40625,0.09632833538807793,7,-0.8027592420868325,-0.8798244662159231
19,Randy Couture,7.083333333333333,0.0592632917423507,11,-0.8027592420868325,-0.8798244662159231
19,Sadie Robertson,8.791663636363637,0.14822008214147941,2,-0.8027592420868325,-0.8798244662159231
19,Tavis Smiley,7.125,0.0414426523297491,12,-0.8027592420868325,-0.8798244662159231
19,Tommy Chong,7.1625,0.11678878917680999,5,-0.8027592420868325,-0.8798244662159231
20,Charlotte McKinney,5.833333333333333,0.05545971377084421,11,-0.8027592420868325,-0.8798244662159231
20,Chris Soules,7.09375,0.10810884970041987,5,-0.8027592420868325,-0.8798244662159231
20,Michael Sam,6.75,0.06829851722598172,10,-0.8027592420868325,-0.8798244662159231
20,Nastia Liukin,9.097222222222221,0.12108661694173037,4,-0.8027592420868325,-0.8798244662159231
20,Noah Galloway,8.0125,0.16970769753839876,3,-0.8027592420868325,-0.8798244662159231
20,Patti LaBelle,6.916666666666667,0.08422241940728907,8,-0.8027592420868325,-0.8798244662159231
20,Redfoo,6.625,0.03459119496855345,12,-0.8027592420868325,-0.8798244662159231
20,Riker Lynch,9.075,0.17245897151002926,2,-0.8027592420868325,-0.8798244662159231
20,Robert Herjavec,7.453125,0.10676548963149299,6,-0.8027592420868325,-0.8798244662159231
20,Rumer Willis,9.0625,0.17341037959399352,1,-0.8027592420868325,-0.8798244662159231
20,Suzanne Somers,6.7,0.07712099407428642,9,-0.8027592420868325,-0.8798244662159231
20,Willow Shields,8.482142857142858,0.09082287992516766,7,-0.8027592420868325,-0.8798244662159231
21,Alek Skarlatos,8.28333,0.15407334883984644,3,-0.8027592420868325,-0.8798244662159231
21,Alexa PenaVega,8.624991666666666,0.12876720556761123,6,-0.8027592420868325,-0.8798244662159231
21,Andy Grammer,8.321419047619049,0.09668600165023725,7,-0.8027592420868325,-0.8798244662159231
21,Bindi Irwin,9.408333333333333,0.15801563896071508,1,-0.8027592420868325,-0.8798244662159231
21,Carlos PenaVega,9.149993333333333,0.15977593014218552,4,-0.8027592420868325,-0.8798244662159231
21,Chaka Khan,4.333333333333333,0.0519999999999999,13,-0.8027592420868325,-0.8798244662159231
21,Gary Busey,5.527777777777778,0.049989071038251294,10,-0.8027592420868325,-0.8798244662159231
21,Hayes Grier,8.055555555555555,0.08581260867438428,8,-0.8027592420868325,-0.8798244662159231
21,Kim Zolciak-Biermann,4.0,0.0479999999999999,11,-0.8027592420868325,-0.8798244662159231
21,Nick Carter,9.266666666666667,0.15683743971556682,2,-0.8027592420868325,-0.8798244662159231
21,Paula Deen,5.7,0.0682349460511107,9,-0.8027592420868325,-0.8798244662159231
21,Tamar Braxton,8.583333333333334,0.10500239648846184,5,-0.8027592420868325,-0.8798244662159231
21,Victor Espinoza,5.0,0.0599999999999999,12,-0.8027592420868325,-0.8798244662159231
22,Antonio Brown,7.898148148148148,0.1084386506324778,5,-0.8027592420868325,-0.8798244662159231
22,Doug Flutie,6.388888888888889,0.08150516256384015,9,-0.8027592420868325,-0.8798244662159231
22,Geraldo Rivera,4.333333333333333,0.0314261603375527,12,-0.8027592420868325,-0.8798244662159231
22,Ginger Zee,8.461106666666668,0.1585357215665234,3,-0.8027592420868325,-0.8798244662159231
22,Jodie Sweetin,7.958333333333334,0.10063433238593728,6,-0.8027592420868325,-0.8798244662159231
22,Kim Fields,7.428571428571429,0.08685197669193787,8,-0.8027592420868325,-0.8798244662159231
22,Marla Maples,6.916666666666667,0.06949735327963172,10,-0.8027592420868325,-0.8798244662159231
22,Mischa Barton,5.444444444444444,0.05523078890167493,11,-0.8027592420868325,-0.8798244662159231
22,Nyle DiMarco,8.69166,0.16135681010936243,1,-0.8027592420868325,-0.8798244662159231
22,Paige VanZant,8.69722,0.15900030737964985,2,-0.8027592420868325,-0.8798244662159231
22,Von Miller,7.464285714285714,0.08797234779029464,7,-0.8027592420868325,-0.8798244662159231
22,Wanya Morris,8.564814814814815,0.1345237497119463,4,-0.8027592420868325,-0.8798244662159231
23,Amber Rose,6.875,0.077779668351851,9,-0.8027592420868325,-0.8798244662159231
23,Babyface,6.5625,0.06313920454545452,11,-0.8027592420868325,-0.8798244662159231
23,Calvin Johnson Jr.,8.530297727272727,0.14594939003810745,3,-0.8027592420868325,-0.8798244662159231
23,Jake T. Austin,5.75,0.0333333333333333,13,-0.8027592420868325,-0.8798244662159231
23,James Hinchcliffe,9.113625757575758,0.1487705840488755,2,-0.8027592420868325,-0.8798244662159231
23,Jana Kramer,8.545454545454545,0.14470225789506133,4,-0.8027592420868325,-0.8798244662159231
23,Laurie Hernandez,9.140148484848485,0.14707847069871063,1,-0.8027592420868325,-0.8798244662159231
23,Marilu Henner,7.740740740740741,0.1042377461617601,6,-0.8027592420868325,-0.8798244662159231
23,Maureen McCormick,7.285714285714286,0.08269534343578569,8,-0.8027592420868325,-0.8798244662159231
23,Rick Perry,5.416666666666667,0.04971590909090907,12,-0.8027592420868325,-0.8798244662159231
23,Ryan Lochte,7.25,0.09138725410864382,7,-0.8027592420868325,-0.8798244662159231
23,Terra Jole,8.245833333333334,0.111581138075237,5,-0.8027592420868325,-0.8798244662159231
23,Vanilla Ice,6.541666666666667,0.06238162878787877,10,-0.8027592420868325,-0.8798244662159231
24,Bonner Bolton,7.109375,0.11066711045169383,5,-0.8027592420868325,-0.8798244662159231
24,Charo,5.833333333333333,0.05348183825005017,11,-0.8027592420868325,-0.8798244662159231
24,Chris Kattan,4.875,0.0281456953642384,12,-0.8027592420868325,-0.8798244662159231
24,David Ross,7.8208325,0.17940640873916786,2,-0.8027592420868325,-0.8798244662159231
24,Erika Jayne,7.0,0.07616474680580639,9,-0.8027592420868325,-0.8798244662159231
24,Heather Morris,8.208333333333334,0.08616880768149719,8,-0.8027592420868325,-0.8798244662159231
24,Mr. T,5.875,0.0657835641180012,10,-0.8027592420868325,-0.8798244662159231
24,Nancy Kerrigan,8.125,0.09407747433317312,7,-0.8027592420868325,-0.8798244662159231
24,Nick Viall,7.267857142857143,0.09377852908235806,6,-0.8027592420868325,-0.8798244662159231
24,Normani,8.970830000000001,0.17526955368527594,3,-0.8027592420868325,-0.8798244662159231
24,Rashad Jennings,8.791665,0.17692484693447375,1,-0.8027592420868325,-0.8798244662159231
24,Simone Biles,8.791666666666666,0.12288391742443408,4,-0.8027592420868325,-0.8798244662159231
25,Barbara Corcoran,5.166666666666667,0.0292887029288703,13,-0.8027592420868325,-0.8798244662159231
